"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"LUX","Luxembourg","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",57.585693359375,,
"LUX","Luxembourg","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",58.1669158935547,,
"LUX","Luxembourg","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",58.2414321899414,,
"LUX","Luxembourg","AVERAGE","Average","12_2","Loss of natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",3.1460674157,,
"LUX","Luxembourg","AVERAGE","Average","12_2","Loss of natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.613180811,,
"LUX","Luxembourg","AVERAGE","Average","12_3","Gain of natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1.298500541,,
"LUX","Luxembourg","AVERAGE","Average","12_4","Intact forest landscapes","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0,,
"LUX","Luxembourg","AVERAGE","Average","12_4","Intact forest landscapes","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",44.9864219174,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",45.0001718745,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",45.0276717885,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",45.3439208002,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",45.3439208002,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",45.3439208002,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",45.3439208002,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",45.3439208002,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",45.3473582895,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",45.3473582895,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",45.3507957788,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",45.3507957788,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",51.0501529683,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",51.0501529683,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",51.0501529683,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",51.0914028394,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",51.0914028394,,
"LUX","Luxembourg","AVERAGE","Average","12_5","Protected areas – terrestrial","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",51.0914028394,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",0.98361,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.98367,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.98373,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.98378,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.98383,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.98385,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.98391,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0.98394,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0.98404,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0.98412,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.98422,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.98429,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.98443,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.98453,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.98466,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.98475,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",0.9849,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",0.98498,,
"LUX","Luxembourg","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",0.9851,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",27.862,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",27.962,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",27.163,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",25.534,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",24.851,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",23.298,,
"LUX","Luxembourg","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",24.003,,
